batch_id,supplier_id,component_name,quantity_produced,production_date,received_date,quantity_passed_qc
BATCH-2026-02455,34,Battery,7339,2026-02-28,2026-03-18,7196
BATCH-2026-02456,29,Speaker,6971,2026-04-10,2026-04-28,6712
BATCH-2026-02457,40,Memory,5244,2026-02-27,2026-03-11,5038
BATCH-2025-02458,21,Battery,8308,2025-05-14,2025-05-21,8225
BATCH-2025-02459,11,Camera,4966,2025-01-17,2025-01-24,4916
BATCH-2024-02460,20,Fan,5996,2024-09-28,2024-10-04,5711
BATCH-2025-02461,8,Speaker,8397,2025-07-05,2025-07-21,8313
BATCH-2024-02462,22,Fan,9847,2024-11-30,2024-12-14,9677
BATCH-2026-02463,48,Display,2760,2026-08-26,2026-09-08,2663
BATCH-2024-02464,34,Display,6790,2024-11-05,2024-11-12,6425
BATCH-2026-02465,8,PCB,3088,2026-06-12,2026-06-17,2847
BATCH-2025-02466,12,Connector,1655,2025-11-08,2025-11-28,1634
BATCH-2025-02467,24,Motherboard,1452,2025-03-05,2025-03-13,1414
BATCH-2026-02468,31,Connector,3351,2026-06-09,2026-06-27,3263
BATCH-2025-02469,12,PCB,1842,2025-05-17,2025-05-30,1824
BATCH-2025-02470,38,Connector,5967,2025-08-30,2025-09-11,5580
BATCH-2025-02471,17,Display,3065,2025-07-13,2025-07-20,2944
BATCH-2026-02472,9,Motherboard,1365,2026-08-28,2026-09-05,1333
BATCH-2024-02473,11,Memory,7877,2024-10-05,2024-10-10,7604
BATCH-2026-02474,40,Fan,8817,2026-09-15,2026-10-03,8335
BATCH-2026-02475,18,Power IC,156,2026-08-21,2026-09-04,148
BATCH-2025-02476,48,Memory,8648,2025-10-23,2025-11-09,8228
BATCH-2025-02477,37,Fan,670,2025-06-25,2025-07-01,656
BATCH-2026-02478,21,Motherboard,7405,2026-09-12,2026-10-01,7174
BATCH-2026-02479,3,Motherboard,5268,2026-08-17,2026-08-30,5147
BATCH-2026-02480,9,Processor,735,2026-01-13,2026-01-26,705
BATCH-2025-02481,29,Memory,8508,2025-06-29,2025-07-09,8285
BATCH-2026-02482,5,Camera,7339,2026-08-03,2026-08-10,7220
BATCH-2024-02483,1,Battery,4017,2024-12-27,2025-01-06,3977
BATCH-2024-02484,8,Charger,7810,2024-10-01,2024-10-15,7732
BATCH-2026-02485,12,Power IC,7700,2026-04-23,2026-04-30,7623
BATCH-2025-02486,49,Battery,1584,2025-03-23,2025-03-30,1552
BATCH-2025-02487,20,Memory,6082,2025-01-30,2025-02-08,6021
BATCH-2025-02488,45,Microcontroller,2607,2025-05-10,2025-05-18,2423
BATCH-2026-02489,40,Connector,9678,2026-06-02,2026-06-13,9569
BATCH-2025-02490,30,Memory,4782,2025-07-05,2025-07-11,4619
BATCH-2026-02491,24,Connector,5024,2026-01-04,2026-01-21,4529
BATCH-2025-02492,28,Processor,7763,2025-06-27,2025-07-02,7508
BATCH-2026-02493,49,Fan,576,2026-02-04,2026-02-18,538
BATCH-2025-02494,9,Battery,7247,2025-04-08,2025-04-27,7029
BATCH-2025-02495,6,Processor,1544,2025-09-17,2025-10-04,1480
BATCH-2026-02496,8,Camera,6025,2026-05-15,2026-06-01,5858
BATCH-2026-02497,15,Motherboard,904,2026-02-15,2026-03-03,895
BATCH-2025-02498,38,Battery,3996,2025-10-05,2025-10-11,3763
BATCH-2025-02499,29,Charger,9551,2025-05-09,2025-05-27,9187
BATCH-2025-02500,9,Connector,9025,2025-01-24,2025-02-10,8935
BATCH-2025-02501,17,Microcontroller,7175,2025-03-11,2025-03-30,7103
BATCH-2026-02502,21,Fan,4485,2026-02-13,2026-02-21,4207
BATCH-2025-02503,14,Memory,2745,2025-12-15,2025-12-31,2628
BATCH-2026-02504,21,Microcontroller,2713,2026-02-14,2026-02-27,2595
BATCH-2026-02505,10,Fan,9021,2026-03-17,2026-03-29,8931
BATCH-2024-02506,21,Camera,169,2024-11-10,2024-11-20,167
BATCH-2026-02507,31,Sensor,2591,2026-03-18,2026-04-03,2534
BATCH-2026-02508,49,Speaker,3571,2026-06-17,2026-07-01,3483
BATCH-2026-02509,1,Display,5361,2026-08-20,2026-09-04,5307
BATCH-2026-02510,41,Microcontroller,2256,2026-06-09,2026-06-14,2136
BATCH-2024-02511,16,Microcontroller,6657,2024-12-27,2025-01-03,6565
BATCH-2026-02512,6,Camera,7674,2026-06-17,2026-07-04,7251
BATCH-2026-02513,48,Processor,9056,2026-02-28,2026-03-11,8854
BATCH-2024-02514,23,Camera,3022,2024-09-22,2024-10-05,2852
BATCH-2025-02515,9,Microcontroller,6817,2025-08-30,2025-09-15,6749
BATCH-2025-02516,19,Motherboard,6541,2025-11-05,2025-11-10,5906
BATCH-2025-02517,21,Camera,9794,2025-06-18,2025-06-27,9313
BATCH-2025-02518,36,Speaker,3750,2025-01-07,2025-01-14,3610
BATCH-2026-02519,21,Charger,7244,2026-07-16,2026-08-02,7172
BATCH-2026-02520,27,PCB,3963,2026-08-22,2026-09-09,3816
BATCH-2024-02521,7,Charger,7637,2024-11-14,2024-11-20,7476
BATCH-2025-02522,2,Motherboard,7197,2025-04-19,2025-05-04,6994
BATCH-2025-02523,43,Memory,3313,2025-12-28,2026-01-17,3022
BATCH-2025-02524,42,Microcontroller,7511,2025-09-19,2025-09-28,7152
BATCH-2025-02525,4,Processor,1239,2025-06-27,2025-07-04,1227
BATCH-2026-02526,45,PCB,1499,2026-04-15,2026-04-25,1426
BATCH-2026-02527,42,Microcontroller,1299,2026-05-21,2026-05-30,1230
BATCH-2026-02528,24,PCB,6459,2026-03-02,2026-03-20,6394
BATCH-2024-02529,2,Sensor,4992,2024-10-09,2024-10-24,4942
BATCH-2026-02530,1,PCB,1271,2026-06-15,2026-06-28,1258
BATCH-2025-02531,33,Processor,6951,2025-08-11,2025-08-29,6748
BATCH-2025-02532,35,Processor,3062,2025-02-23,2025-03-15,3031
BATCH-2025-02533,12,Speaker,994,2025-07-01,2025-07-15,984
BATCH-2025-02534,36,Memory,3102,2025-03-27,2025-04-16,3014
BATCH-2026-02535,22,Sensor,8275,2026-02-27,2026-03-07,8070
BATCH-2026-02536,27,Processor,8287,2026-07-28,2026-08-02,7814
BATCH-2026-02537,19,Charger,5245,2026-07-19,2026-07-31,5009
BATCH-2024-02538,20,Charger,4678,2024-11-24,2024-12-03,4520
BATCH-2025-02539,17,Memory,8769,2025-06-08,2025-06-17,8093
BATCH-2026-02540,3,Camera,1479,2026-02-16,2026-02-26,1464
BATCH-2024-02541,1,Charger,140,2024-11-04,2024-11-16,136
BATCH-2026-02542,14,Sensor,9924,2026-01-13,2026-01-24,9125
BATCH-2026-02543,20,Power IC,307,2026-07-21,2026-08-03,304
BATCH-2025-02544,40,Connector,9290,2025-10-04,2025-10-19,8474
BATCH-2026-02545,10,Processor,4454,2026-05-20,2026-06-08,4409
BATCH-2025-02546,43,Sensor,4834,2025-01-27,2025-02-13,4786
BATCH-2025-02547,19,Power IC,2773,2025-06-06,2025-06-16,2626
BATCH-2026-02548,30,Display,3536,2026-01-04,2026-01-12,3430
BATCH-2026-02549,34,Speaker,1384,2026-01-25,2026-02-02,1346
BATCH-2025-02550,38,Charger,8204,2025-07-30,2025-08-15,7735
BATCH-2025-02551,47,Charger,7955,2025-08-24,2025-09-07,7330
BATCH-2026-02552,19,Fan,2152,2026-06-24,2026-06-29,2005
BATCH-2026-02553,28,Camera,6019,2026-05-09,2026-05-14,5763
BATCH-2024-02554,27,Fan,6656,2024-10-13,2024-10-26,6553
BATCH-2025-02555,48,Camera,925,2025-02-27,2025-03-17,916
BATCH-2025-02556,30,Display,3937,2025-02-10,2025-02-23,3898
BATCH-2025-02557,19,Charger,9847,2025-10-02,2025-10-09,9125
BATCH-2026-02558,25,Power IC,7330,2026-08-05,2026-08-21,7257
BATCH-2026-02559,27,Sensor,3199,2026-05-03,2026-05-22,3066
BATCH-2026-02560,20,Processor,3711,2026-03-10,2026-03-22,3435
BATCH-2026-02561,4,Sensor,4105,2026-05-28,2026-06-04,4064
BATCH-2026-02562,8,Microcontroller,6224,2026-05-06,2026-05-24,5736
BATCH-2026-02563,13,Microcontroller,7900,2026-06-16,2026-07-06,7821
BATCH-2026-02564,18,Sensor,9589,2026-02-06,2026-02-15,9431
BATCH-2026-02565,20,Camera,2177,2026-01-05,2026-01-10,2123
BATCH-2024-02566,5,Processor,4256,2024-12-15,2024-12-29,4109
BATCH-2025-02567,21,Speaker,1185,2025-09-15,2025-10-02,1133
BATCH-2025-02568,32,Microcontroller,1543,2025-12-03,2025-12-14,1528
BATCH-2026-02569,36,Camera,618,2026-01-24,2026-02-06,612
BATCH-2025-02570,3,Sensor,2460,2025-04-03,2025-04-15,2435
BATCH-2025-02571,11,Display,1346,2025-05-28,2025-06-08,1316
BATCH-2026-02572,18,Battery,9727,2026-03-04,2026-03-16,9217
BATCH-2024-02573,38,Sensor,1701,2024-12-05,2024-12-14,1608
BATCH-2026-02574,12,Processor,3321,2026-06-15,2026-07-03,3288
BATCH-2025-02575,50,Power IC,3964,2025-09-11,2025-09-19,3630
BATCH-2026-02576,20,Sensor,1333,2026-07-11,2026-07-18,1316
BATCH-2026-02577,14,Battery,3813,2026-01-25,2026-02-05,3731
BATCH-2026-02578,2,Connector,9036,2026-08-21,2026-09-10,8946
BATCH-2026-02579,3,Sensor,5809,2026-04-05,2026-04-15,5610
BATCH-2025-02580,2,Power IC,1088,2025-12-09,2025-12-20,1033
BATCH-2026-02581,12,Motherboard,1364,2026-09-07,2026-09-19,1350
BATCH-2025-02582,38,Connector,7567,2025-08-31,2025-09-15,6852
BATCH-2025-02583,6,Charger,9385,2025-10-02,2025-10-17,8566
BATCH-2025-02584,13,Camera,1546,2025-07-03,2025-07-17,1531
BATCH-2025-02585,14,Charger,7416,2025-09-17,2025-09-29,6985
BATCH-2025-02586,9,Motherboard,4525,2025-04-30,2025-05-10,4352
BATCH-2025-02587,39,PCB,9689,2025-12-18,2026-01-06,8942
BATCH-2024-02588,21,Camera,7477,2024-09-25,2024-10-15,7260
BATCH-2024-02589,36,Display,4371,2024-12-06,2024-12-12,4076
BATCH-2026-02590,1,Fan,9816,2026-08-23,2026-09-12,9718
BATCH-2026-02591,37,Battery,1454,2026-09-01,2026-09-20,1439
BATCH-2025-02592,17,Processor,6905,2025-06-22,2025-06-27,6775
BATCH-2026-02593,46,Microcontroller,240,2026-04-06,2026-04-23,230
BATCH-2025-02594,40,Microcontroller,752,2025-12-29,2026-01-15,739
BATCH-2024-02595,39,Fan,7682,2024-12-11,2024-12-19,7605
BATCH-2024-02596,16,Camera,6865,2024-12-07,2024-12-24,6598
BATCH-2025-02597,1,Charger,8994,2025-09-13,2025-09-26,8823
BATCH-2025-02598,2,Microcontroller,3803,2025-02-02,2025-02-16,3765
BATCH-2025-02599,48,Connector,4037,2025-12-17,2025-12-24,3997
BATCH-2025-02600,42,Processor,3494,2025-11-17,2025-12-03,3459
BATCH-2025-02601,17,PCB,2026,2025-02-17,2025-02-27,1960
BATCH-2025-02602,27,Camera,3980,2025-12-03,2025-12-14,3940
BATCH-2026-02603,22,Display,7330,2026-02-15,2026-02-23,7105
BATCH-2025-02604,43,Battery,7173,2025-02-22,2025-03-06,6924
BATCH-2026-02605,25,Fan,3096,2026-06-16,2026-06-25,3014
BATCH-2024-02606,4,Fan,9224,2024-12-01,2024-12-15,9132
BATCH-2026-02607,1,Processor,6739,2026-06-04,2026-06-11,6672
BATCH-2025-02608,3,Microcontroller,9266,2025-10-30,2025-11-19,8478
BATCH-2025-02609,23,Sensor,600,2025-01-25,2025-02-02,594
BATCH-2024-02610,25,Power IC,8738,2024-11-08,2024-11-21,8439
BATCH-2025-02611,10,Display,9370,2025-07-10,2025-07-16,9040
BATCH-2025-02612,44,Display,916,2025-02-24,2025-03-03,890
BATCH-2026-02613,39,Display,7307,2026-07-31,2026-08-07,6938
BATCH-2026-02614,33,Charger,7902,2026-06-14,2026-06-24,7399
BATCH-2024-02615,43,Memory,4362,2024-09-27,2024-10-14,3967
BATCH-2025-02616,24,Memory,9288,2025-10-31,2025-11-10,8916
BATCH-2025-02617,39,Camera,6744,2025-10-31,2025-11-06,6677
BATCH-2025-02618,13,Motherboard,1800,2025-02-24,2025-03-16,1771
BATCH-2026-02619,41,Charger,9501,2026-04-07,2026-04-14,8953
BATCH-2025-02620,5,Battery,2896,2025-08-01,2025-08-08,2813
BATCH-2025-02621,49,Sensor,7493,2025-10-10,2025-10-22,7411
BATCH-2026-02622,27,Memory,608,2026-06-18,2026-07-02,547
BATCH-2025-02623,49,Connector,335,2025-12-09,2025-12-20,307
BATCH-2026-02624,33,Connector,4265,2026-04-27,2026-05-10,4051
BATCH-2024-02625,33,Charger,1889,2024-10-27,2024-11-14,1870
BATCH-2026-02626,1,Charger,2082,2026-02-21,2026-03-08,1998
BATCH-2026-02627,1,Connector,3110,2026-05-19,2026-06-08,3034
BATCH-2025-02628,35,Processor,7790,2025-07-27,2025-08-09,7242
BATCH-2026-02629,35,Motherboard,2479,2026-01-31,2026-02-07,2256
BATCH-2025-02630,16,Processor,6522,2025-11-07,2025-11-21,6457
BATCH-2025-02631,37,Camera,1627,2025-08-10,2025-08-15,1609
BATCH-2024-02632,32,Processor,7654,2024-10-13,2024-10-22,7239
BATCH-2026-02633,21,PCB,9351,2026-03-30,2026-04-04,9081
BATCH-2024-02634,39,Microcontroller,933,2024-11-28,2024-12-14,924
BATCH-2025-02635,28,Power IC,8617,2025-02-23,2025-03-08,8359
BATCH-2024-02636,50,Battery,3422,2024-12-21,2024-12-28,3202
BATCH-2025-02637,18,Connector,9710,2025-09-11,2025-09-23,9155
BATCH-2026-02638,47,Motherboard,5195,2026-06-13,2026-07-02,4965
BATCH-2024-02639,13,Camera,9777,2024-09-27,2024-10-07,9679
BATCH-2024-02640,32,Camera,5573,2024-12-18,2024-12-26,5190
BATCH-2025-02641,11,Speaker,3522,2025-11-04,2025-11-22,3381
BATCH-2025-02642,44,Microcontroller,6713,2025-02-01,2025-02-16,6463
BATCH-2025-02643,22,Memory,6554,2025-08-22,2025-09-08,6084
BATCH-2026-02644,36,Motherboard,4951,2026-02-21,2026-02-28,4528
BATCH-2025-02645,45,Speaker,6671,2025-05-25,2025-06-10,6604
BATCH-2025-02646,18,Power IC,9623,2025-09-14,2025-10-02,9073
BATCH-2026-02647,41,Connector,4483,2026-03-09,2026-03-24,4438
BATCH-2025-02648,27,Processor,645,2025-09-02,2025-09-07,617
BATCH-2025-02649,21,Battery,2918,2025-12-03,2025-12-23,2822
BATCH-2025-02650,40,Camera,4462,2025-03-17,2025-04-02,4417
BATCH-2025-02651,14,Sensor,7173,2025-02-15,2025-03-04,7101
BATCH-2025-02652,30,Microcontroller,7742,2025-02-05,2025-02-18,7341
BATCH-2025-02653,27,Motherboard,2805,2025-09-30,2025-10-13,2733
BATCH-2025-02654,9,Battery,9489,2025-10-05,2025-10-21,9038
BATCH-2025-02655,25,Speaker,4036,2025-04-12,2025-04-19,3953
BATCH-2025-02656,28,Camera,2549,2025-06-20,2025-06-30,2521
BATCH-2026-02657,17,Camera,6106,2026-04-25,2026-05-07,5866
BATCH-2025-02658,34,Processor,1461,2025-11-24,2025-12-02,1444
BATCH-2026-02659,39,Power IC,3880,2026-08-29,2026-09-09,3693
BATCH-2025-02660,44,Display,2810,2025-02-01,2025-02-08,2782
BATCH-2025-02661,11,Camera,9953,2025-02-11,2025-03-01,9853
BATCH-2025-02662,32,Power IC,2336,2025-11-11,2025-11-26,2199
BATCH-2024-02663,8,Processor,7926,2024-11-17,2024-12-06,7533
BATCH-2026-02664,19,Motherboard,5518,2026-06-28,2026-07-15,5463
BATCH-2026-02665,50,Motherboard,9462,2026-08-24,2026-09-06,8581
BATCH-2025-02666,18,Display,6420,2025-12-01,2025-12-17,6217
BATCH-2025-02667,49,Speaker,916,2025-09-26,2025-10-03,894
BATCH-2025-02668,48,Power IC,4027,2025-07-27,2025-08-16,3863
BATCH-2024-02669,22,Power IC,6703,2024-11-16,2024-11-23,6339
BATCH-2026-02670,9,Power IC,1169,2026-04-01,2026-04-21,1085
BATCH-2025-02671,23,Speaker,7301,2025-12-26,2026-01-09,6980
BATCH-2026-02672,32,Microcontroller,5836,2026-06-08,2026-06-23,5578
BATCH-2026-02673,35,Battery,4675,2026-02-27,2026-03-05,4333
BATCH-2024-02674,4,Camera,4419,2024-12-24,2025-01-02,4375
BATCH-2026-02675,24,Battery,5310,2026-07-31,2026-08-18,5007
BATCH-2026-02676,45,Charger,3121,2026-07-21,2026-07-28,2945
BATCH-2024-02677,43,Power IC,8571,2024-10-11,2024-10-29,8088
BATCH-2024-02678,26,Microcontroller,5780,2024-12-02,2024-12-15,5435
BATCH-2025-02679,27,PCB,1171,2025-03-28,2025-04-08,1153
BATCH-2025-02680,28,Sensor,9627,2025-04-25,2025-05-07,9531
BATCH-2026-02681,42,Charger,4659,2026-06-05,2026-06-14,4406
BATCH-2025-02682,12,Battery,977,2025-01-16,2025-02-05,967
BATCH-2025-02683,14,Sensor,4959,2025-10-05,2025-10-10,4826
BATCH-2026-02684,30,Charger,6777,2026-07-04,2026-07-20,6522
BATCH-2026-02685,26,Battery,9578,2026-07-21,2026-07-29,9216
BATCH-2026-02686,6,Processor,1120,2026-01-04,2026-01-11,1091
BATCH-2025-02687,36,Connector,2916,2025-12-28,2026-01-04,2755
BATCH-2025-02688,27,Power IC,6783,2025-02-20,2025-02-27,6518
BATCH-2026-02689,23,Power IC,8228,2026-01-07,2026-01-27,8146
BATCH-2025-02690,28,Speaker,8127,2025-05-10,2025-05-16,7973
BATCH-2026-02691,34,Display,323,2026-01-08,2026-01-19,304
BATCH-2024-02692,21,Motherboard,616,2024-11-22,2024-12-05,591
BATCH-2024-02693,8,Speaker,4602,2024-12-14,2024-12-28,4219
BATCH-2026-02694,4,Camera,729,2026-08-19,2026-08-27,722
BATCH-2026-02695,50,PCB,3462,2026-06-03,2026-06-08,3299
BATCH-2026-02696,17,Fan,7756,2026-09-16,2026-09-23,7653
BATCH-2026-02697,23,Display,1134,2026-07-16,2026-07-25,1123
BATCH-2025-02698,32,Battery,4899,2025-03-04,2025-03-11,4850
BATCH-2025-02699,35,Motherboard,5539,2025-10-17,2025-10-24,5413
BATCH-2026-02700,27,Camera,6935,2026-09-04,2026-09-15,6677
BATCH-2025-02701,29,Microcontroller,4471,2025-09-22,2025-09-29,4426
BATCH-2026-02702,27,Battery,3727,2026-01-03,2026-01-23,3572
BATCH-2025-02703,44,Power IC,4325,2025-03-08,2025-03-17,4153
BATCH-2026-02704,3,Display,200,2026-02-05,2026-02-11,187
BATCH-2025-02705,47,Motherboard,422,2025-01-18,2025-02-03,395
BATCH-2026-02706,37,Fan,7458,2026-03-18,2026-04-04,7037
BATCH-2025-02707,47,Camera,245,2025-06-08,2025-06-17,240
BATCH-2026-02708,48,Microcontroller,7912,2026-03-18,2026-04-07,7833
BATCH-2026-02709,37,Charger,3376,2026-01-01,2026-01-11,3342
BATCH-2026-02710,2,PCB,3024,2026-05-15,2026-05-31,2947
BATCH-2024-02711,44,Fan,9937,2024-11-30,2024-12-19,9838
BATCH-2024-02712,44,Memory,4344,2024-10-09,2024-10-22,4124
BATCH-2026-02713,3,Sensor,574,2026-05-31,2026-06-19,543
BATCH-2024-02714,41,Memory,6767,2024-10-03,2024-10-21,6442
BATCH-2024-02715,4,Connector,4637,2024-10-23,2024-11-08,4495
BATCH-2025-02716,47,Power IC,3674,2025-06-07,2025-06-24,3549
BATCH-2024-02717,21,PCB,5334,2024-11-12,2024-11-30,5281
BATCH-2025-02718,38,Microcontroller,9959,2025-06-20,2025-07-09,9304
BATCH-2026-02719,28,Camera,2345,2026-08-24,2026-09-06,2319
BATCH-2025-02720,47,Display,4080,2025-10-28,2025-11-03,4039
BATCH-2025-02721,13,Speaker,4658,2025-07-09,2025-07-15,4611
BATCH-2026-02722,21,Camera,375,2026-08-01,2026-08-21,367
BATCH-2024-02723,31,Display,9065,2024-09-22,2024-10-04,8527
BATCH-2024-02724,43,Sensor,1043,2024-09-23,2024-09-30,958
BATCH-2026-02725,3,Battery,4252,2026-03-09,2026-03-24,3958
BATCH-2026-02726,3,Charger,3890,2026-05-30,2026-06-11,3656
BATCH-2025-02727,4,Battery,3214,2025-02-25,2025-03-07,3182
BATCH-2024-02728,4,Camera,9782,2024-09-22,2024-10-01,9429
BATCH-2026-02729,17,Display,4292,2026-03-23,2026-04-06,4198
BATCH-2025-02730,47,Sensor,6165,2025-11-14,2025-12-02,6027
BATCH-2026-02731,4,Fan,4412,2026-04-23,2026-05-08,4119
BATCH-2025-02732,1,Camera,2719,2025-12-27,2026-01-02,2692
BATCH-2026-02733,5,Processor,700,2026-03-05,2026-03-23,652
BATCH-2025-02734,50,Processor,3775,2025-04-30,2025-05-14,3500
BATCH-2025-02735,4,Camera,2821,2025-03-20,2025-03-30,2742
BATCH-2025-02736,31,Speaker,3054,2025-01-30,2025-02-10,3023
BATCH-2024-02737,20,Battery,149,2024-11-13,2024-11-28,142
BATCH-2025-02738,30,Sensor,1886,2025-05-21,2025-06-04,1838
BATCH-2025-02739,15,Memory,4645,2025-06-25,2025-07-02,4385
BATCH-2024-02740,29,Motherboard,8055,2024-10-15,2024-11-01,7936
BATCH-2026-02741,50,Fan,4203,2026-05-22,2026-06-05,3972
BATCH-2025-02742,7,Fan,8929,2025-06-25,2025-07-05,8763
BATCH-2025-02743,45,Power IC,6364,2025-08-04,2025-08-24,6071
BATCH-2026-02744,38,Fan,857,2026-03-09,2026-03-17,817
BATCH-2026-02745,25,Processor,305,2026-03-09,2026-03-28,292
BATCH-2026-02746,15,Processor,5357,2026-08-29,2026-09-07,5050
BATCH-2024-02747,20,Speaker,4067,2024-11-19,2024-12-07,3742
BATCH-2025-02748,19,Display,7244,2025-06-11,2025-06-24,7045
BATCH-2024-02749,10,Display,4168,2024-12-13,2024-12-21,4049
BATCH-2025-02750,33,Charger,8164,2025-07-11,2025-07-18,7936
BATCH-2025-02751,19,Speaker,7275,2025-02-28,2025-03-06,6933
BATCH-2025-02752,26,Sensor,2223,2025-11-28,2025-12-09,2065
BATCH-2025-02753,34,Fan,6225,2025-03-09,2025-03-27,6155
BATCH-2025-02754,7,PCB,545,2025-10-21,2025-10-29,505
BATCH-2025-02755,41,Processor,1670,2025-04-15,2025-05-05,1653
BATCH-2025-02756,3,Charger,580,2025-10-17,2025-10-31,550
BATCH-2025-02757,3,Motherboard,2665,2025-02-28,2025-03-08,2600
BATCH-2024-02758,44,Battery,660,2024-10-15,2024-10-27,647
BATCH-2025-02759,40,Charger,4392,2025-06-23,2025-07-08,4329
BATCH-2025-02760,32,Charger,9673,2025-05-25,2025-06-01,9526
BATCH-2025-02761,40,Processor,6002,2025-07-06,2025-07-12,5942
BATCH-2026-02762,45,Microcontroller,9130,2026-02-11,2026-02-24,8370
BATCH-2024-02763,10,Connector,4722,2024-10-21,2024-11-08,4649
BATCH-2025-02764,46,Camera,7962,2025-02-05,2025-02-13,7853
BATCH-2026-02765,48,Speaker,344,2026-05-31,2026-06-11,320
BATCH-2024-02766,1,Connector,4763,2024-11-11,2024-11-29,4715
BATCH-2025-02767,24,Power IC,8142,2025-02-19,2025-03-10,7917
BATCH-2025-02768,10,Memory,2179,2025-11-07,2025-11-20,2109
BATCH-2025-02769,25,Connector,3932,2025-06-21,2025-06-26,3830
BATCH-2025-02770,2,Connector,7012,2025-12-05,2025-12-15,6925
BATCH-2024-02771,24,Display,5363,2024-11-26,2024-12-16,5309
BATCH-2025-02772,33,Charger,5233,2025-01-18,2025-01-31,5175
BATCH-2024-02773,30,Memory,3006,2024-10-31,2024-11-11,2798
BATCH-2025-02774,47,Microcontroller,4293,2025-11-12,2025-11-17,4119
BATCH-2026-02775,17,Battery,997,2026-07-25,2026-08-12,974
BATCH-2025-02776,3,Connector,6601,2025-03-25,2025-04-02,6067
BATCH-2026-02777,18,Connector,1587,2026-05-15,2026-05-30,1560
BATCH-2026-02778,44,Camera,3599,2026-08-06,2026-08-14,3563
BATCH-2026-02779,18,Camera,6038,2026-06-12,2026-06-20,5783
BATCH-2024-02780,38,Motherboard,488,2024-10-03,2024-10-22,482
BATCH-2024-02781,38,Memory,161,2024-09-25,2024-10-10,152
BATCH-2025-02782,45,Microcontroller,8269,2025-10-17,2025-11-01,7773
BATCH-2026-02783,21,Speaker,3356,2026-07-22,2026-07-28,3155
BATCH-2026-02784,12,Power IC,7154,2026-06-30,2026-07-13,7082
BATCH-2025-02785,1,Speaker,330,2025-10-22,2025-11-11,327
BATCH-2025-02786,40,PCB,8604,2025-06-13,2025-06-19,8335
BATCH-2025-02787,47,Fan,2367,2025-03-21,2025-04-10,2248
BATCH-2025-02788,17,Connector,5686,2025-04-19,2025-04-30,5195
BATCH-2025-02789,40,Fan,4971,2025-02-14,2025-03-01,4921
BATCH-2024-02790,27,Motherboard,503,2024-11-29,2024-12-05,486
BATCH-2024-02791,37,Speaker,7019,2024-10-12,2024-10-20,6887
BATCH-2026-02792,40,Motherboard,844,2026-04-24,2026-05-09,836
BATCH-2026-02793,4,Battery,2539,2026-06-20,2026-06-26,2503
BATCH-2026-02794,15,Processor,2800,2026-02-28,2026-03-17,2635
BATCH-2025-02795,31,Fan,8066,2025-03-04,2025-03-18,7627
BATCH-2025-02796,40,Connector,3156,2025-02-10,2025-02-15,3124
BATCH-2025-02797,33,Camera,286,2025-12-23,2025-12-31,279
BATCH-2025-02798,28,Power IC,9944,2025-05-20,2025-06-07,9210
BATCH-2025-02799,16,Speaker,6233,2025-08-31,2025-09-08,6079
BATCH-2024-02800,38,Processor,4519,2024-12-14,2024-12-24,4474
BATCH-2024-02801,39,Sensor,5615,2024-12-31,2025-01-06,5418
BATCH-2024-02802,49,Memory,199,2024-11-13,2024-11-23,197
BATCH-2025-02803,40,Battery,1997,2025-10-12,2025-10-30,1977
BATCH-2025-02804,37,Fan,9846,2025-11-17,2025-11-27,9729
BATCH-2026-02805,47,Display,5201,2026-02-17,2026-02-27,4932
BATCH-2025-02806,43,PCB,1346,2025-07-20,2025-07-29,1275
BATCH-2025-02807,18,Microcontroller,3751,2025-11-28,2025-12-18,3521
BATCH-2025-02808,31,Power IC,8337,2025-09-24,2025-10-12,8254
BATCH-2025-02809,28,Charger,4031,2025-04-18,2025-04-30,3629
BATCH-2025-02810,18,Sensor,1486,2025-06-27,2025-07-07,1471
BATCH-2025-02811,2,Charger,7322,2025-01-16,2025-01-23,7249
BATCH-2025-02812,19,Processor,7235,2025-02-21,2025-03-09,7142
BATCH-2025-02813,24,Processor,7048,2025-04-27,2025-05-08,6855
BATCH-2025-02814,8,Camera,9796,2025-04-10,2025-04-17,9085
BATCH-2025-02815,23,Motherboard,874,2025-09-24,2025-09-29,864
BATCH-2026-02816,3,Charger,9359,2026-07-11,2026-07-17,8991
BATCH-2025-02817,28,PCB,4896,2025-03-30,2025-04-12,4847
BATCH-2026-02818,37,Microcontroller,2919,2026-05-09,2026-05-18,2736
BATCH-2024-02819,30,Camera,103,2024-12-21,2024-12-28,100
BATCH-2025-02820,47,PCB,8805,2025-02-17,2025-03-04,8253
BATCH-2026-02821,16,Motherboard,8822,2026-03-01,2026-03-20,8224
BATCH-2026-02822,6,Charger,8977,2026-08-04,2026-08-18,8591
BATCH-2024-02823,16,Memory,9629,2024-09-28,2024-10-06,9067
BATCH-2026-02824,25,Speaker,4766,2026-02-20,2026-03-07,4718
BATCH-2026-02825,49,Microcontroller,452,2026-02-14,2026-02-26,433
BATCH-2026-02826,1,Charger,6934,2026-05-04,2026-05-15,6567
BATCH-2024-02827,23,Battery,6626,2024-09-28,2024-10-17,6560
BATCH-2026-02828,20,Sensor,9721,2026-04-22,2026-05-11,8998
