batch_id,supplier_id,component_name,quantity_produced,production_date,received_date,quantity_passed_qc,supplier_name,country,lead_time_days,unit_price,quality_score,failed_units,defect_count,defect_rate,binary_target,days_since_start,month_of_year,quarter,batch_age_days,supplier_mean_defect_rate,supplier_std_defect_rate,supplier_num_batches,supplier_total_units,component_defect_rate
BATCH-2025-02281,11,Power IC,9749,2025-08-05,2025-08-24,9630,Murata,Japan,22,178.55,88,0,0,0.0,0,321,8,3,409,0.00015599689945027513,0.0009387029695731565,105,551463,0.00017735448108886377
BATCH-2025-02282,33,Processor,8023,2025-02-03,2025-02-21,7809,Denso,Taiwan,41,277.68,84,1,0,0.0,0,138,2,1,592,0.00013528007016307464,0.0006519489677036868,119,602071,0.0001723848232239575
BATCH-2025-02283,4,Connector,3099,2025-10-27,2025-11-02,3023,Intel,China,48,393.46,88,0,0,0.0,0,404,10,4,326,0.00018841892264149143,0.0009961276293195824,96,400272,0.00020757696267843906
BATCH-2025-02284,3,Charger,3302,2025-01-15,2025-01-24,3163,Corning,Taiwan,24,487.86,63,4,4,0.0012113870381586917,1,119,1,1,611,0.0005290924687400791,0.0022824547846740364,105,511267,0.0002259435803313693
BATCH-2025-02285,18,Camera,6840,2025-05-22,2025-06-08,6772,Bosch,Germany,18,96.36,77,1,1,0.00014619883040935673,1,246,5,2,484,0.00021806730730221415,0.0007021012099867912,110,557568,0.00017585459338616095
BATCH-2026-02286,31,Fan,2631,2026-09-05,2026-09-13,2543,Kyocera,USA,35,236.61,85,0,0,0.0,0,717,9,3,13,0.00018411673535101585,0.0009126920964599268,104,605811,0.00012855165100050963
BATCH-2025-02287,45,Display,6038,2025-09-27,2025-10-05,5895,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,374,9,3,356,0.0001275169517997213,0.0003266025273992103,94,477190,0.00016919115080672866
BATCH-2025-02288,27,Memory,8868,2025-03-01,2025-03-15,8350,Infineon,Taiwan,51,333.1,89,3,3,0.00033829499323410016,1,164,3,1,566,0.00011089276239704126,0.00035581711278072977,111,553940,0.00013960848603418856
BATCH-2025-02289,13,Fan,6358,2025-02-21,2025-03-10,6083,Onsemi,USA,46,98.93,89,0,0,0.0,0,156,2,1,574,0.00013306539717335389,0.0004888825988608853,89,428711,0.00012855165100050963
BATCH-2025-02290,13,Speaker,3976,2025-11-07,2025-11-20,3815,Onsemi,USA,46,98.93,89,1,0,0.0,0,415,11,4,315,0.00013306539717335389,0.0004888825988608853,89,428711,0.00019289953369198322
BATCH-2025-02291,16,Camera,9196,2025-06-23,2025-07-04,8943,Hitachi,China,57,483.82,88,0,0,0.0,0,278,6,2,452,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00017585459338616095
BATCH-2026-02292,34,Memory,9764,2026-07-06,2026-07-14,9467,Renesas,China,19,153.37,81,1,1,0.00010241704219582139,0,656,7,3,74,0.00020629854890063796,0.000928870183527049,112,540044,0.00013960848603418856
BATCH-2026-02293,42,Microcontroller,7056,2026-02-03,2026-02-11,6985,Acer,Germany,34,85.15,90,0,0,0.0,0,503,2,1,227,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00013908905895273712
BATCH-2026-02294,30,Battery,847,2026-08-25,2026-09-13,812,Western Digital,Germany,16,59.04,65,3,2,0.0023612750885478157,1,706,8,3,24,0.00026662885278630423,0.0008545899187981254,93,459619,0.00021173401481822628
BATCH-2025-02295,12,Power IC,7506,2025-10-16,2025-10-25,7390,Amphenol,Germany,18,446.77,96,1,1,0.0001332267519317879,1,393,10,4,337,8.015372036339901e-05,0.00041034141517753633,113,576135,0.00017735448108886377
BATCH-2026-02296,20,Microcontroller,7578,2026-06-29,2026-07-12,7214,Delta Electronics,South Korea,30,335.57,68,2,1,0.0001319609395618897,0,649,6,2,81,0.00014552538396359592,0.00035285670745256997,82,427248,0.00013908905895273712
BATCH-2026-02297,27,Connector,1225,2026-07-27,2026-08-16,1210,Infineon,Taiwan,51,333.1,89,2,2,0.0016326530612244899,1,677,7,3,53,0.00011089276239704126,0.00035581711278072977,111,553940,0.00020757696267843906
BATCH-2025-02298,19,Sensor,6277,2025-07-18,2025-08-04,5931,Sumitomo,USA,36,238.9,64,0,0,0.0,0,303,7,3,427,0.00016876737493119937,0.00039378300837730447,91,458378,0.00016450590746445605
BATCH-2024-02299,50,PCB,552,2024-12-10,2024-12-25,532,APC,South Korea,30,481.03,64,0,0,0.0,0,83,12,4,647,0.0002753509047441992,0.0007401953979905162,113,559124,0.0002244207567666141
BATCH-2026-02300,47,Battery,5240,2026-03-01,2026-03-15,5044,Molex,Japan,37,191.75,76,1,1,0.00019083969465648855,1,529,3,1,201,0.00015063481442028842,0.00045023343696729267,102,507171,0.00021173401481822628
BATCH-2025-02301,23,Sensor,9405,2025-02-12,2025-02-22,8796,ASE,Japan,50,402.77,91,1,1,0.0001063264221158958,0,147,2,1,583,6.663525433902222e-05,0.00015954052120490043,90,441864,0.00016450590746445605
BATCH-2026-02302,2,PCB,2665,2026-02-12,2026-02-26,2607,TSMC,South Korea,34,349.29,92,0,0,0.0,0,512,2,1,218,0.0001216095118122708,0.0004158402802419921,99,473547,0.0002244207567666141
BATCH-2025-02303,50,Connector,7197,2025-07-05,2025-07-20,6919,APC,South Korea,30,481.03,64,1,1,0.00013894678338196472,1,290,7,3,440,0.0002753509047441992,0.0007401953979905162,113,559124,0.00020757696267843906
BATCH-2026-02304,17,Charger,9614,2026-02-17,2026-02-28,9518,Mitsubishi,Japan,33,186.49,72,2,0,0.0,0,517,2,1,213,0.00014815223187369047,0.00046308585294764547,114,569061,0.0002259435803313693
BATCH-2025-02305,38,Speaker,8348,2025-12-05,2025-12-13,7818,Xiaomi,South Korea,52,142.13,62,1,1,0.00011978917105893628,0,443,12,4,287,0.0002941454324685746,0.0007248486269555904,106,537180,0.00019289953369198322
BATCH-2025-02306,12,Motherboard,8535,2025-01-15,2025-01-29,8450,Amphenol,Germany,18,446.77,96,0,0,0.0,0,119,1,1,611,8.015372036339901e-05,0.00041034141517753633,113,576135,0.0002354934172429249
BATCH-2025-02307,40,PCB,9493,2025-05-02,2025-05-22,9398,Dell,China,20,392.38,81,1,1,0.00010534077741493732,0,226,5,2,504,0.00013234425192726218,0.0003712523513249762,101,498329,0.0002244207567666141
BATCH-2025-02308,40,Display,9217,2025-02-13,2025-02-22,8998,Dell,China,20,392.38,81,0,0,0.0,0,148,2,1,582,0.00013234425192726218,0.0003712523513249762,101,498329,0.00016919115080672866
BATCH-2025-02309,41,Speaker,1650,2025-01-14,2025-01-19,1620,HP,Japan,60,204.38,85,0,0,0.0,0,118,1,1,612,0.00012231852387452777,0.00025339821295037224,87,408153,0.00019289953369198322
BATCH-2025-02310,48,Battery,2385,2025-10-18,2025-10-26,2291,TE Connectivity,Germany,25,315.88,71,1,1,0.0004192872117400419,1,395,10,4,335,0.000215467021331229,0.0009668394253566584,108,542251,0.00021173401481822628
BATCH-2026-02311,16,Power IC,9166,2026-07-02,2026-07-07,8867,Hitachi,China,57,483.82,88,0,0,0.0,0,652,7,3,78,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00017735448108886377
BATCH-2025-02312,6,Charger,5249,2025-11-10,2025-11-25,4802,NVIDIA,Germany,38,463.53,74,0,0,0.0,0,418,11,4,312,0.00023377595866623649,0.0009271237760431065,104,528560,0.0002259435803313693
BATCH-2026-02313,45,Processor,421,2026-08-18,2026-08-25,394,Pegatron,Taiwan,47,251.52,66,2,1,0.0023752969121140144,1,699,8,3,31,0.0001275169517997213,0.0003266025273992103,94,477190,0.0001723848232239575
BATCH-2025-02314,50,Processor,9445,2025-06-07,2025-06-14,9133,APC,South Korea,30,481.03,64,1,1,0.00010587612493382742,0,262,6,2,468,0.0002753509047441992,0.0007401953979905162,113,559124,0.0001723848232239575
BATCH-2025-02315,40,Display,5042,2025-06-30,2025-07-05,4866,Dell,China,20,392.38,81,1,1,0.00019833399444664816,1,285,6,2,445,0.00013234425192726218,0.0003712523513249762,101,498329,0.00016919115080672866
BATCH-2026-02316,3,Display,1470,2026-04-28,2026-05-14,1453,Corning,Taiwan,24,487.86,63,1,1,0.0006802721088435374,1,587,4,2,143,0.0005290924687400791,0.0022824547846740364,105,511267,0.00016919115080672866
BATCH-2025-02317,4,Speaker,7550,2025-02-11,2025-02-24,7213,Intel,China,48,393.46,88,1,1,0.00013245033112582781,0,146,2,1,584,0.00018841892264149143,0.0009961276293195824,96,400272,0.00019289953369198322
BATCH-2024-02318,39,Memory,3730,2024-10-20,2024-10-26,3626,Lenovo,Taiwan,57,331.63,71,2,1,0.00026809651474530834,1,32,10,4,698,0.00017438124238925042,0.000501056949565781,101,560841,0.00013960848603418856
BATCH-2026-02319,21,Microcontroller,9284,2026-01-17,2026-01-31,9138,Jabil,Taiwan,58,416.67,76,1,0,0.0,0,486,1,1,244,0.00034128023110612925,0.0012045823376322067,117,579869,0.00013908905895273712
BATCH-2026-02320,49,Microcontroller,2026,2026-01-13,2026-01-29,1992,Coherent,USA,42,45.65,73,1,0,0.0,0,482,1,1,248,0.00034438539861380375,0.0009931063632699735,93,417736,0.00013908905895273712
BATCH-2025-02321,44,Sensor,3930,2025-01-10,2025-01-20,3759,Wistron,South Korea,50,232.01,87,3,2,0.0005089058524173028,1,114,1,1,616,0.00010336577465557791,0.000380745741124954,117,590216,0.00016450590746445605
BATCH-2026-02322,49,Fan,2742,2026-01-13,2026-01-23,2690,Coherent,USA,42,45.65,73,3,3,0.0010940919037199124,1,482,1,1,248,0.00034438539861380375,0.0009931063632699735,93,417736,0.00012855165100050963
BATCH-2026-02323,43,Motherboard,7743,2026-07-25,2026-08-11,7624,ASUSTeK,USA,30,46.84,60,1,1,0.00012914890869172155,0,675,7,3,55,0.00044469895714356904,0.0012463320250862553,87,411235,0.0002354934172429249
BATCH-2025-02324,17,Processor,5973,2025-08-03,2025-08-14,5753,Mitsubishi,Japan,33,186.49,72,2,2,0.0003348401138456387,1,319,8,3,411,0.00014815223187369047,0.00046308585294764547,114,569061,0.0001723848232239575
BATCH-2025-02325,29,Display,6386,2025-01-18,2025-01-25,6126,Seagate,Japan,40,285.23,77,1,1,0.00015659254619480113,1,122,1,1,608,0.00016256441034907573,0.0004929460254392659,92,456988,0.00016919115080672866
BATCH-2026-02326,21,Processor,3558,2026-03-08,2026-03-16,3522,Jabil,Taiwan,58,416.67,76,0,0,0.0,0,536,3,1,194,0.00034128023110612925,0.0012045823376322067,117,579869,0.0001723848232239575
BATCH-2025-02327,48,Microcontroller,1180,2025-08-19,2025-09-04,1099,TE Connectivity,Germany,25,315.88,71,1,0,0.0,0,335,8,3,395,0.000215467021331229,0.0009668394253566584,108,542251,0.00013908905895273712
BATCH-2026-02328,1,PCB,4209,2026-06-10,2026-06-25,4069,Samsung,USA,19,220.56,89,0,0,0.0,0,630,6,2,100,0.00017219294545324894,0.0013891588805521986,106,504263,0.0002244207567666141
BATCH-2025-02329,47,Processor,1169,2025-05-27,2025-06-16,1127,Molex,Japan,37,191.75,76,1,1,0.000855431993156544,1,251,5,2,479,0.00015063481442028842,0.00045023343696729267,102,507171,0.0001723848232239575
BATCH-2025-02330,36,Microcontroller,2270,2025-11-12,2025-11-24,2179,Ericsson,Germany,60,205.45,68,1,1,0.0004405286343612335,1,420,11,4,310,0.00016582352511078637,0.0003750099810004351,109,536222,0.00013908905895273712
BATCH-2026-02331,42,Display,4593,2026-02-04,2026-02-15,4227,Acer,Germany,34,85.15,90,0,0,0.0,0,504,2,1,226,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00016919115080672866
BATCH-2026-02332,34,Display,9707,2026-05-13,2026-06-01,9610,Renesas,China,19,153.37,81,0,0,0.0,0,602,5,2,128,0.00020629854890063796,0.000928870183527049,112,540044,0.00016919115080672866
BATCH-2025-02333,17,Processor,1780,2025-05-01,2025-05-21,1697,Mitsubishi,Japan,33,186.49,72,0,0,0.0,0,225,5,2,505,0.00014815223187369047,0.00046308585294764547,114,569061,0.0001723848232239575
BATCH-2024-02334,11,Connector,9196,2024-11-25,2024-12-13,8694,Murata,Japan,22,178.55,88,0,0,0.0,0,68,11,4,662,0.00015599689945027513,0.0009387029695731565,105,551463,0.00020757696267843906
BATCH-2024-02335,39,Sensor,9710,2024-10-14,2024-10-19,9230,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,26,10,4,704,0.00017438124238925042,0.000501056949565781,101,560841,0.00016450590746445605
BATCH-2025-02336,28,Motherboard,9393,2025-09-08,2025-09-26,8823,Kioxia,China,36,390.8,86,2,0,0.0,0,355,9,3,375,6.548471380186631e-05,0.00020932699508353792,108,509896,0.0002354934172429249
BATCH-2025-02337,43,Speaker,224,2025-11-06,2025-11-21,210,ASUSTeK,USA,30,46.84,60,2,2,0.008928571428571428,1,414,11,4,316,0.00044469895714356904,0.0012463320250862553,87,411235,0.00019289953369198322
BATCH-2024-02338,41,Charger,1998,2024-11-21,2024-12-06,1886,HP,Japan,60,204.38,85,2,2,0.001001001001001001,1,64,11,4,666,0.00012231852387452777,0.00025339821295037224,87,408153,0.0002259435803313693
BATCH-2025-02339,36,Power IC,1801,2025-02-20,2025-03-01,1684,Ericsson,Germany,60,205.45,68,1,1,0.000555247084952804,1,155,2,1,575,0.00016582352511078637,0.0003750099810004351,109,536222,0.00017735448108886377
BATCH-2024-02340,35,Connector,1184,2024-11-26,2024-12-07,1172,Nokia,Japan,42,219.49,61,0,0,0.0,0,69,11,4,661,0.00019787338089100073,0.0003538789829112609,102,503406,0.00020757696267843906
BATCH-2025-02341,24,Battery,2211,2025-11-05,2025-11-15,2189,Qualcomm,Germany,53,145.59,74,0,0,0.0,0,413,11,4,317,0.00017211444124561363,0.00048508112533674527,88,458321,0.00021173401481822628
BATCH-2025-02342,34,Memory,8337,2025-02-18,2025-03-03,8103,Renesas,China,19,153.37,81,0,0,0.0,0,153,2,1,577,0.00020629854890063796,0.000928870183527049,112,540044,0.00013960848603418856
BATCH-2024-02343,38,Display,1956,2024-10-04,2024-10-09,1889,Xiaomi,South Korea,52,142.13,62,4,3,0.0015337423312883436,1,16,10,4,714,0.0002941454324685746,0.0007248486269555904,106,537180,0.00016919115080672866
BATCH-2026-02344,3,Connector,8839,2026-03-04,2026-03-21,8699,Corning,Taiwan,24,487.86,63,1,0,0.0,0,532,3,1,198,0.0005290924687400791,0.0022824547846740364,105,511267,0.00020757696267843906
BATCH-2026-02345,27,Memory,6452,2026-04-22,2026-04-28,6042,Infineon,Taiwan,51,333.1,89,0,0,0.0,0,581,4,2,149,0.00011089276239704126,0.00035581711278072977,111,553940,0.00013960848603418856
BATCH-2024-02346,34,Connector,8966,2024-10-05,2024-10-12,8679,Renesas,China,19,153.37,81,0,0,0.0,0,17,10,4,713,0.00020629854890063796,0.000928870183527049,112,540044,0.00020757696267843906
BATCH-2025-02347,36,Fan,5036,2025-09-06,2025-09-17,4930,Ericsson,Germany,60,205.45,68,0,0,0.0,0,353,9,3,377,0.00016582352511078637,0.0003750099810004351,109,536222,0.00012855165100050963
BATCH-2026-02348,19,Fan,9816,2026-06-12,2026-06-18,9392,Sumitomo,USA,36,238.9,64,0,0,0.0,0,632,6,2,98,0.00016876737493119937,0.00039378300837730447,91,458378,0.00012855165100050963
BATCH-2024-02349,28,Charger,3181,2024-12-12,2024-12-22,3054,Kioxia,China,36,390.8,86,0,0,0.0,0,85,12,4,645,6.548471380186631e-05,0.00020932699508353792,108,509896,0.0002259435803313693
BATCH-2026-02350,22,Camera,2139,2026-06-27,2026-07-08,2085,Flex,China,43,157.56,86,0,0,0.0,0,647,6,2,83,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00017585459338616095
BATCH-2026-02351,28,Power IC,2293,2026-02-27,2026-03-07,2232,Kioxia,China,36,390.8,86,0,0,0.0,0,527,2,1,203,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00017735448108886377
BATCH-2026-02352,42,Connector,4287,2026-01-16,2026-01-28,4230,Acer,Germany,34,85.15,90,0,0,0.0,0,485,1,1,245,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00020757696267843906
BATCH-2025-02353,14,Display,8416,2025-05-04,2025-05-18,8131,STMicroelectronics,South Korea,31,23.81,77,0,0,0.0,0,228,5,2,502,0.0001573864901705702,0.00046936123067953895,91,385139,0.00016919115080672866
BATCH-2025-02354,9,Display,9737,2025-05-03,2025-05-17,9213,Sony,Taiwan,19,33.78,81,2,2,0.00020540207456095307,1,227,5,2,503,0.00014132799993781594,0.00029553061545999206,104,509780,0.00016919115080672866
BATCH-2026-02355,30,Memory,892,2026-01-19,2026-01-25,883,Western Digital,Germany,16,59.04,65,1,1,0.0011210762331838565,1,488,1,1,242,0.00026662885278630423,0.0008545899187981254,93,459619,0.00013960848603418856
BATCH-2025-02356,22,Display,7044,2025-07-20,2025-07-25,6974,Flex,China,43,157.56,86,1,1,0.00014196479273140261,1,305,7,3,425,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00016919115080672866
BATCH-2026-02357,34,Memory,7233,2026-03-24,2026-04-11,6850,Renesas,China,19,153.37,81,0,0,0.0,0,552,3,1,178,0.00020629854890063796,0.000928870183527049,112,540044,0.00013960848603418856
BATCH-2025-02358,50,Sensor,5088,2025-12-11,2025-12-18,4656,APC,South Korea,30,481.03,64,2,0,0.0,0,449,12,4,281,0.0002753509047441992,0.0007401953979905162,113,559124,0.00016450590746445605
BATCH-2026-02359,27,PCB,6903,2026-07-30,2026-08-19,6705,Infineon,Taiwan,51,333.1,89,1,0,0.0,0,680,7,3,50,0.00011089276239704126,0.00035581711278072977,111,553940,0.0002244207567666141
BATCH-2026-02360,42,Charger,7155,2026-06-10,2026-06-29,6855,Acer,Germany,34,85.15,90,0,0,0.0,0,630,6,2,100,5.058942432590356e-05,0.0001440589145000144,106,511239,0.0002259435803313693
BATCH-2025-02361,48,Speaker,1495,2025-09-18,2025-09-28,1463,TE Connectivity,Germany,25,315.88,71,1,1,0.0006688963210702341,1,365,9,3,365,0.000215467021331229,0.0009668394253566584,108,542251,0.00019289953369198322
BATCH-2025-02362,32,Charger,979,2025-04-20,2025-05-08,962,Canon,South Korea,54,382.97,81,0,0,0.0,0,214,4,2,516,8.286140374041643e-05,0.0002525478149158471,93,484783,0.0002259435803313693
BATCH-2025-02363,47,PCB,1879,2025-05-19,2025-05-24,1844,Molex,Japan,37,191.75,76,1,1,0.0005321979776476849,1,243,5,2,487,0.00015063481442028842,0.00045023343696729267,102,507171,0.0002244207567666141
BATCH-2025-02364,5,Processor,8444,2025-10-07,2025-10-22,7895,Apple,Japan,38,226.29,64,2,1,0.00011842728564661298,0,384,10,4,346,0.00029304167774806515,0.0010333897385835877,92,488005,0.0001723848232239575
BATCH-2025-02365,8,Charger,3153,2025-10-25,2025-11-07,3099,LG Chem,South Korea,40,115.16,76,0,0,0.0,0,402,10,4,328,0.00013285380642027623,0.00028745834951003884,92,477433,0.0002259435803313693
BATCH-2025-02366,40,Memory,9645,2025-11-14,2025-11-28,9409,Dell,China,20,392.38,81,1,0,0.0,0,422,11,4,308,0.00013234425192726218,0.0003712523513249762,101,498329,0.00013960848603418856
BATCH-2026-02367,11,Processor,4577,2026-06-24,2026-07-06,4491,Murata,Japan,22,178.55,88,1,0,0.0,0,644,6,2,86,0.00015599689945027513,0.0009387029695731565,105,551463,0.0001723848232239575
BATCH-2025-02368,33,Speaker,7862,2025-04-10,2025-04-21,7586,Denso,Taiwan,41,277.68,84,1,1,0.0001271940981938438,0,204,4,2,526,0.00013528007016307464,0.0006519489677036868,119,602071,0.00019289953369198322
BATCH-2025-02369,21,Microcontroller,1947,2025-01-21,2025-02-06,1828,Jabil,Taiwan,58,416.67,76,1,0,0.0,0,125,1,1,605,0.00034128023110612925,0.0012045823376322067,117,579869,0.00013908905895273712
BATCH-2025-02370,39,Processor,3283,2025-08-24,2025-09-04,3250,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,340,8,3,390,0.00017438124238925042,0.000501056949565781,101,560841,0.0001723848232239575
BATCH-2025-02371,39,Processor,1361,2025-07-31,2025-08-14,1273,Lenovo,Taiwan,57,331.63,71,1,1,0.0007347538574577516,1,316,7,3,414,0.00017438124238925042,0.000501056949565781,101,560841,0.0001723848232239575
BATCH-2026-02372,35,Power IC,1000,2026-08-25,2026-09-01,938,Nokia,Japan,42,219.49,61,2,1,0.001,1,706,8,3,24,0.00019787338089100073,0.0003538789829112609,102,503406,0.00017735448108886377
BATCH-2024-02373,26,Battery,5071,2024-11-14,2024-11-24,4844,Texas Instruments,South Korea,53,5.67,67,1,1,0.00019719976336028398,1,57,11,4,673,0.0002658174764162671,0.0009122443285503541,102,493376,0.00021173401481822628
BATCH-2026-02374,48,Memory,6592,2026-02-13,2026-02-26,6232,TE Connectivity,Germany,25,315.88,71,2,1,0.00015169902912621358,1,513,2,1,217,0.000215467021331229,0.0009668394253566584,108,542251,0.00013960848603418856
BATCH-2026-02375,24,Speaker,5583,2026-01-11,2026-01-21,5432,Qualcomm,Germany,53,145.59,74,0,0,0.0,0,480,1,1,250,0.00017211444124561363,0.00048508112533674527,88,458321,0.00019289953369198322
BATCH-2024-02376,43,Power IC,5086,2024-10-04,2024-10-15,4857,ASUSTeK,USA,30,46.84,60,1,1,0.00019661816751867872,1,16,10,4,714,0.00044469895714356904,0.0012463320250862553,87,411235,0.00017735448108886377
BATCH-2025-02377,35,Memory,7595,2025-06-08,2025-06-17,7187,Nokia,Japan,42,219.49,61,4,3,0.00039499670836076365,1,263,6,2,467,0.00019787338089100073,0.0003538789829112609,102,503406,0.00013960848603418856
BATCH-2026-02378,23,PCB,4223,2026-04-19,2026-04-24,4181,ASE,Japan,50,402.77,91,1,0,0.0,0,578,4,2,152,6.663525433902222e-05,0.00015954052120490043,90,441864,0.0002244207567666141
BATCH-2026-02379,20,Camera,5171,2026-04-20,2026-05-02,4931,Delta Electronics,South Korea,30,335.57,68,1,1,0.00019338619222587506,1,579,4,2,151,0.00014552538396359592,0.00035285670745256997,82,427248,0.00017585459338616095
BATCH-2024-02380,23,PCB,8126,2024-12-03,2024-12-08,8045,ASE,Japan,50,402.77,91,1,0,0.0,0,76,12,4,654,6.663525433902222e-05,0.00015954052120490043,90,441864,0.0002244207567666141
BATCH-2025-02381,29,PCB,7895,2025-10-24,2025-11-04,7579,Seagate,Japan,40,285.23,77,0,0,0.0,0,401,10,4,329,0.00016256441034907573,0.0004929460254392659,92,456988,0.0002244207567666141
BATCH-2026-02382,39,Memory,9426,2026-04-02,2026-04-08,9284,Lenovo,Taiwan,57,331.63,71,1,1,0.00010608953957139826,0,561,4,2,169,0.00017438124238925042,0.000501056949565781,101,560841,0.00013960848603418856
BATCH-2025-02383,6,Speaker,3472,2025-02-16,2025-03-01,3397,NVIDIA,Germany,38,463.53,74,1,0,0.0,0,151,2,1,579,0.00023377595866623649,0.0009271237760431065,104,528560,0.00019289953369198322
BATCH-2026-02384,47,Processor,8888,2026-07-04,2026-07-18,8514,Molex,Japan,37,191.75,76,1,1,0.0001125112511251125,0,654,7,3,76,0.00015063481442028842,0.00045023343696729267,102,507171,0.0001723848232239575
BATCH-2026-02385,1,Battery,1519,2026-07-17,2026-07-22,1486,Samsung,USA,19,220.56,89,1,1,0.0006583278472679394,1,667,7,3,63,0.00017219294545324894,0.0013891588805521986,106,504263,0.00021173401481822628
BATCH-2026-02386,28,Fan,281,2026-06-04,2026-06-21,272,Kioxia,China,36,390.8,86,0,0,0.0,0,624,6,2,106,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00012855165100050963
BATCH-2026-02387,45,Power IC,4079,2026-01-28,2026-02-07,3945,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,497,1,1,233,0.0001275169517997213,0.0003266025273992103,94,477190,0.00017735448108886377
BATCH-2025-02388,14,Power IC,2478,2025-03-16,2025-04-05,2314,STMicroelectronics,South Korea,31,23.81,77,0,0,0.0,0,179,3,1,551,0.0001573864901705702,0.00046936123067953895,91,385139,0.00017735448108886377
BATCH-2025-02389,17,Charger,2897,2025-10-09,2025-10-26,2701,Mitsubishi,Japan,33,186.49,72,1,1,0.00034518467380048324,1,386,10,4,344,0.00014815223187369047,0.00046308585294764547,114,569061,0.0002259435803313693
BATCH-2024-02390,26,Power IC,4001,2024-09-25,2024-10-08,3761,Texas Instruments,South Korea,53,5.67,67,1,1,0.00024993751562109475,1,7,9,3,723,0.0002658174764162671,0.0009122443285503541,102,493376,0.00017735448108886377
BATCH-2025-02391,12,Battery,9993,2025-10-24,2025-10-29,9249,Amphenol,Germany,18,446.77,96,1,1,0.00010007004903432403,0,401,10,4,329,8.015372036339901e-05,0.00041034141517753633,113,576135,0.00021173401481822628
BATCH-2026-02392,6,Camera,3720,2026-03-09,2026-03-29,3661,NVIDIA,Germany,38,463.53,74,0,0,0.0,0,537,3,1,193,0.00023377595866623649,0.0009271237760431065,104,528560,0.00017585459338616095
BATCH-2026-02393,19,Display,622,2026-05-19,2026-05-24,587,Sumitomo,USA,36,238.9,64,0,0,0.0,0,608,5,2,122,0.00016876737493119937,0.00039378300837730447,91,458378,0.00016919115080672866
BATCH-2026-02394,42,Microcontroller,7513,2026-03-04,2026-03-13,7329,Acer,Germany,34,85.15,90,0,0,0.0,0,532,3,1,198,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00013908905895273712
BATCH-2025-02395,22,Processor,9134,2025-02-08,2025-02-28,8656,Flex,China,43,157.56,86,5,4,0.0004379242391066346,1,143,2,1,587,6.527455789884103e-05,0.00021075148645526503,94,530055,0.0001723848232239575
BATCH-2026-02396,47,Power IC,2383,2026-05-04,2026-05-10,2359,Molex,Japan,37,191.75,76,0,0,0.0,0,593,5,2,137,0.00015063481442028842,0.00045023343696729267,102,507171,0.00017735448108886377
BATCH-2025-02397,38,Display,1526,2025-03-24,2025-03-30,1455,Xiaomi,South Korea,52,142.13,62,2,2,0.001310615989515072,1,187,3,1,543,0.0002941454324685746,0.0007248486269555904,106,537180,0.00016919115080672866
BATCH-2026-02398,10,Charger,3210,2026-08-27,2026-09-16,3178,Panasonic,China,54,316.57,91,0,0,0.0,0,708,8,3,22,0.000144927638474753,0.0007549544377028447,94,435868,0.0002259435803313693
BATCH-2026-02399,27,Memory,8616,2026-03-16,2026-04-04,8052,Infineon,Taiwan,51,333.1,89,1,1,0.00011606313834726091,0,544,3,1,186,0.00011089276239704126,0.00035581711278072977,111,553940,0.00013960848603418856
BATCH-2025-02400,28,Motherboard,6650,2025-05-21,2025-06-04,6547,Kioxia,China,36,390.8,86,1,1,0.00015037593984962405,1,245,5,2,485,6.548471380186631e-05,0.00020932699508353792,108,509896,0.0002354934172429249
BATCH-2026-02401,13,PCB,5757,2026-02-18,2026-02-26,5594,Onsemi,USA,46,98.93,89,0,0,0.0,0,518,2,1,212,0.00013306539717335389,0.0004888825988608853,89,428711,0.0002244207567666141
BATCH-2026-02402,40,Charger,6809,2026-06-17,2026-07-03,6496,Dell,China,20,392.38,81,1,1,0.000146864444118079,1,637,6,2,93,0.00013234425192726218,0.0003712523513249762,101,498329,0.0002259435803313693
BATCH-2025-02403,46,Fan,8979,2025-04-28,2025-05-09,8889,Liteon,China,58,348.77,65,0,0,0.0,0,222,4,2,508,0.000177376316521378,0.0004995509860038717,96,502846,0.00012855165100050963
BATCH-2025-02404,13,Battery,2545,2025-10-25,2025-11-05,2442,Onsemi,USA,46,98.93,89,0,0,0.0,0,402,10,4,328,0.00013306539717335389,0.0004888825988608853,89,428711,0.00021173401481822628
BATCH-2025-02405,34,Fan,9181,2025-08-16,2025-09-03,8987,Renesas,China,19,153.37,81,0,0,0.0,0,332,8,3,398,0.00020629854890063796,0.000928870183527049,112,540044,0.00012855165100050963
