unit_id,batch_id,checkpoint_id,checkpoint_name,result,tested_date,tester_id
UNIT-21881,BATCH-2026-01531,1,Electrical,Pass,2026-07-14,TEST040
UNIT-21882,BATCH-2026-01531,5,Screen,Pass,2026-07-10,TEST036
UNIT-21883,BATCH-2026-01531,7,Thermal,Pass,2026-07-14,TEST014
UNIT-21884,BATCH-2026-01531,4,Battery,Pass,2026-07-16,TEST041
UNIT-21885,BATCH-2026-01531,4,Battery,Pass,2026-07-17,TEST044
UNIT-21886,BATCH-2025-01532,4,Battery,Pass,2025-09-30,TEST005
UNIT-21887,BATCH-2025-01532,7,Thermal,Pass,2025-09-28,TEST037
UNIT-21888,BATCH-2025-01532,2,Camera,Pass,2025-10-03,TEST046
UNIT-21889,BATCH-2025-01532,4,Battery,Pass,2025-09-29,TEST006
UNIT-21890,BATCH-2025-01532,7,Thermal,Pass,2025-10-02,TEST027
UNIT-21891,BATCH-2025-01532,6,Connectivity,Pass,2025-09-29,TEST011
UNIT-21892,BATCH-2025-01532,1,Electrical,Pass,2025-10-04,TEST033
UNIT-21893,BATCH-2025-01532,8,Final,Pass,2025-10-05,TEST035
UNIT-21894,BATCH-2025-01532,1,Electrical,Pass,2025-10-05,TEST041
UNIT-21895,BATCH-2025-01532,3,Speaker,Pass,2025-09-30,TEST016
UNIT-21896,BATCH-2025-01532,7,Thermal,Pass,2025-09-29,TEST028
UNIT-21897,BATCH-2025-01532,8,Final,Pass,2025-10-03,TEST025
UNIT-21898,BATCH-2025-01532,4,Battery,Pass,2025-10-02,TEST001
UNIT-21899,BATCH-2025-01532,2,Camera,Pass,2025-10-02,TEST023
UNIT-21900,BATCH-2025-01533,3,Speaker,Pass,2025-05-29,TEST029
UNIT-21901,BATCH-2025-01533,6,Connectivity,Pass,2025-05-25,TEST030
UNIT-21902,BATCH-2025-01533,4,Battery,Pass,2025-05-24,TEST037
UNIT-21903,BATCH-2025-01533,7,Thermal,Pass,2025-05-30,TEST009
UNIT-21904,BATCH-2025-01533,8,Final,Pass,2025-05-26,TEST034
UNIT-21905,BATCH-2025-01533,2,Camera,Pass,2025-05-26,TEST045
UNIT-21906,BATCH-2025-01533,4,Battery,Pass,2025-05-25,TEST050
UNIT-21907,BATCH-2025-01533,1,Electrical,Pass,2025-05-26,TEST038
UNIT-21908,BATCH-2025-01533,7,Thermal,Pass,2025-05-27,TEST015
UNIT-21909,BATCH-2025-01533,5,Screen,Pass,2025-05-24,TEST018
UNIT-21910,BATCH-2025-01533,8,Final,Pass,2025-05-30,TEST012
UNIT-21911,BATCH-2025-01533,8,Final,Pass,2025-05-24,TEST012
UNIT-21912,BATCH-2025-01533,5,Screen,Pass,2025-05-31,TEST044
UNIT-21913,BATCH-2025-01533,3,Speaker,Pass,2025-05-24,TEST029
UNIT-21914,BATCH-2025-01533,5,Screen,Pass,2025-05-30,TEST014
UNIT-21915,BATCH-2025-01533,4,Battery,Pass,2025-05-30,TEST025
UNIT-21916,BATCH-2025-01533,8,Final,Pass,2025-05-28,TEST017
UNIT-21917,BATCH-2025-01533,7,Thermal,Pass,2025-05-26,TEST013
UNIT-21918,BATCH-2025-01534,1,Electrical,Pass,2025-05-18,TEST010
UNIT-21919,BATCH-2025-01534,3,Speaker,Pass,2025-05-15,TEST013
UNIT-21920,BATCH-2025-01534,1,Electrical,Pass,2025-05-18,TEST015
UNIT-21921,BATCH-2025-01534,8,Final,Pass,2025-05-18,TEST037
UNIT-21922,BATCH-2025-01534,2,Camera,Pass,2025-05-15,TEST007
UNIT-21923,BATCH-2025-01534,1,Electrical,Fail,2025-05-13,TEST014
UNIT-21924,BATCH-2025-01534,7,Thermal,Pass,2025-05-16,TEST014
UNIT-21925,BATCH-2025-01534,5,Screen,Pass,2025-05-18,TEST015
UNIT-21926,BATCH-2025-01534,4,Battery,Pass,2025-05-19,TEST028
UNIT-21927,BATCH-2025-01534,2,Camera,Pass,2025-05-13,TEST012
UNIT-21928,BATCH-2025-01535,8,Final,Pass,2025-02-10,TEST029
UNIT-21929,BATCH-2025-01535,8,Final,Pass,2025-02-06,TEST035
UNIT-21930,BATCH-2025-01535,8,Final,Pass,2025-02-09,TEST050
UNIT-21931,BATCH-2025-01535,4,Battery,Pass,2025-02-11,TEST020
UNIT-21932,BATCH-2025-01535,4,Battery,Pass,2025-02-05,TEST001
UNIT-21933,BATCH-2025-01535,5,Screen,Pass,2025-02-05,TEST019
UNIT-21934,BATCH-2025-01535,8,Final,Pass,2025-02-11,TEST036
UNIT-21935,BATCH-2025-01535,1,Electrical,Pass,2025-02-11,TEST006
UNIT-21936,BATCH-2025-01535,7,Thermal,Pass,2025-02-06,TEST013
UNIT-21937,BATCH-2025-01535,8,Final,Pass,2025-02-10,TEST047
UNIT-21938,BATCH-2025-01535,6,Connectivity,Pass,2025-02-11,TEST025
UNIT-21939,BATCH-2025-01536,3,Speaker,Pass,2025-06-18,TEST028
UNIT-21940,BATCH-2025-01536,1,Electrical,Pass,2025-06-17,TEST014
UNIT-21941,BATCH-2025-01536,5,Screen,Pass,2025-06-16,TEST005
UNIT-21942,BATCH-2025-01536,4,Battery,Pass,2025-06-17,TEST041
UNIT-21943,BATCH-2025-01536,2,Camera,Pass,2025-06-13,TEST046
UNIT-21944,BATCH-2025-01536,1,Electrical,Pass,2025-06-18,TEST012
UNIT-21945,BATCH-2025-01536,3,Speaker,Pass,2025-06-13,TEST023
UNIT-21946,BATCH-2025-01536,4,Battery,Pass,2025-06-17,TEST050
UNIT-21947,BATCH-2025-01536,8,Final,Pass,2025-06-17,TEST019
UNIT-21948,BATCH-2025-01536,6,Connectivity,Pass,2025-06-15,TEST017
UNIT-21949,BATCH-2025-01536,7,Thermal,Fail,2025-06-18,TEST031
UNIT-21950,BATCH-2025-01536,7,Thermal,Pass,2025-06-15,TEST041
UNIT-21951,BATCH-2025-01536,1,Electrical,Pass,2025-06-12,TEST033
UNIT-21952,BATCH-2025-01536,5,Screen,Pass,2025-06-14,TEST014
UNIT-21953,BATCH-2025-01536,7,Thermal,Pass,2025-06-16,TEST027
UNIT-21954,BATCH-2025-01536,7,Thermal,Pass,2025-06-17,TEST028
UNIT-21955,BATCH-2025-01536,1,Electrical,Fail,2025-06-18,TEST011
UNIT-21956,BATCH-2025-01537,7,Thermal,Pass,2025-07-31,TEST026
UNIT-21957,BATCH-2025-01537,1,Electrical,Pass,2025-07-31,TEST042
UNIT-21958,BATCH-2025-01537,3,Speaker,Pass,2025-07-30,TEST034
UNIT-21959,BATCH-2025-01537,6,Connectivity,Pass,2025-07-25,TEST033
UNIT-21960,BATCH-2025-01537,7,Thermal,Pass,2025-07-25,TEST009
UNIT-21961,BATCH-2025-01537,2,Camera,Pass,2025-08-01,TEST034
UNIT-21962,BATCH-2025-01537,2,Camera,Pass,2025-07-25,TEST025
UNIT-21963,BATCH-2025-01537,7,Thermal,Pass,2025-07-31,TEST049
UNIT-21964,BATCH-2025-01537,7,Thermal,Pass,2025-07-25,TEST013
UNIT-21965,BATCH-2025-01537,8,Final,Pass,2025-07-30,TEST001
UNIT-21966,BATCH-2026-01538,4,Battery,Pass,2026-01-30,TEST021
UNIT-21967,BATCH-2026-01538,8,Final,Pass,2026-02-06,TEST002
UNIT-21968,BATCH-2026-01538,3,Speaker,Pass,2026-02-04,TEST004
UNIT-21969,BATCH-2026-01538,8,Final,Pass,2026-01-31,TEST011
UNIT-21970,BATCH-2026-01538,5,Screen,Fail,2026-02-05,TEST008
UNIT-21971,BATCH-2026-01538,3,Speaker,Pass,2026-02-06,TEST015
UNIT-21972,BATCH-2026-01538,1,Electrical,Pass,2026-01-30,TEST023
UNIT-21973,BATCH-2026-01538,4,Battery,Pass,2026-01-31,TEST027
UNIT-21974,BATCH-2026-01538,2,Camera,Pass,2026-02-06,TEST011
UNIT-21975,BATCH-2026-01538,2,Camera,Pass,2026-02-03,TEST025
UNIT-21976,BATCH-2026-01538,7,Thermal,Pass,2026-02-06,TEST026
UNIT-21977,BATCH-2024-01539,2,Camera,Pass,2024-12-22,TEST005
UNIT-21978,BATCH-2024-01539,2,Camera,Pass,2024-12-20,TEST033
UNIT-21979,BATCH-2024-01539,8,Final,Pass,2024-12-21,TEST033
UNIT-21980,BATCH-2024-01539,2,Camera,Pass,2024-12-20,TEST025
UNIT-21981,BATCH-2024-01539,5,Screen,Pass,2024-12-19,TEST019
UNIT-21982,BATCH-2024-01539,7,Thermal,Pass,2024-12-22,TEST038
UNIT-21983,BATCH-2024-01539,8,Final,Pass,2024-12-18,TEST007
UNIT-21984,BATCH-2024-01539,7,Thermal,Pass,2024-12-19,TEST031
UNIT-21985,BATCH-2024-01539,7,Thermal,Pass,2024-12-16,TEST009
UNIT-21986,BATCH-2024-01539,6,Connectivity,Pass,2024-12-16,TEST035
UNIT-21987,BATCH-2024-01539,7,Thermal,Pass,2024-12-17,TEST014
UNIT-21988,BATCH-2024-01539,4,Battery,Pass,2024-12-18,TEST018
UNIT-21989,BATCH-2025-01540,3,Speaker,Pass,2025-08-20,TEST032
UNIT-21990,BATCH-2025-01540,2,Camera,Pass,2025-08-15,TEST043
UNIT-21991,BATCH-2025-01540,3,Speaker,Pass,2025-08-14,TEST010
UNIT-21992,BATCH-2025-01540,1,Electrical,Pass,2025-08-17,TEST013
UNIT-21993,BATCH-2025-01540,5,Screen,Pass,2025-08-16,TEST024
UNIT-21994,BATCH-2025-01540,4,Battery,Pass,2025-08-16,TEST005
UNIT-21995,BATCH-2025-01540,2,Camera,Pass,2025-08-19,TEST027
UNIT-21996,BATCH-2025-01540,7,Thermal,Pass,2025-08-19,TEST040
UNIT-21997,BATCH-2025-01540,2,Camera,Pass,2025-08-19,TEST045
UNIT-21998,BATCH-2025-01540,8,Final,Pass,2025-08-21,TEST007
UNIT-21999,BATCH-2025-01540,4,Battery,Pass,2025-08-15,TEST023
UNIT-22000,BATCH-2025-01540,8,Final,Pass,2025-08-16,TEST009
UNIT-22001,BATCH-2025-01540,8,Final,Pass,2025-08-18,TEST006
UNIT-22002,BATCH-2025-01540,8,Final,Pass,2025-08-18,TEST006
UNIT-22003,BATCH-2025-01540,5,Screen,Pass,2025-08-15,TEST024
UNIT-22004,BATCH-2025-01540,7,Thermal,Pass,2025-08-17,TEST040
UNIT-22005,BATCH-2025-01541,5,Screen,Pass,2025-03-29,TEST024
UNIT-22006,BATCH-2025-01541,8,Final,Pass,2025-04-03,TEST007
UNIT-22007,BATCH-2025-01541,6,Connectivity,Pass,2025-04-02,TEST016
UNIT-22008,BATCH-2025-01541,5,Screen,Pass,2025-03-30,TEST014
UNIT-22009,BATCH-2025-01541,6,Connectivity,Pass,2025-03-31,TEST022
UNIT-22010,BATCH-2025-01541,7,Thermal,Pass,2025-03-31,TEST025
UNIT-22011,BATCH-2025-01541,5,Screen,Pass,2025-04-01,TEST032
UNIT-22012,BATCH-2025-01541,3,Speaker,Pass,2025-04-02,TEST027
UNIT-22013,BATCH-2025-01541,5,Screen,Pass,2025-03-27,TEST005
UNIT-22014,BATCH-2025-01541,4,Battery,Pass,2025-04-01,TEST021
UNIT-22015,BATCH-2025-01541,4,Battery,Pass,2025-04-01,TEST050
UNIT-22016,BATCH-2025-01541,5,Screen,Pass,2025-03-27,TEST032
UNIT-22017,BATCH-2025-01541,1,Electrical,Pass,2025-03-30,TEST024
UNIT-22018,BATCH-2025-01541,5,Screen,Pass,2025-03-29,TEST020
UNIT-22019,BATCH-2025-01541,4,Battery,Pass,2025-03-30,TEST016
UNIT-22020,BATCH-2025-01541,6,Connectivity,Pass,2025-04-03,TEST006
UNIT-22021,BATCH-2026-01542,8,Final,Pass,2026-06-21,TEST001
UNIT-22022,BATCH-2026-01542,1,Electrical,Pass,2026-06-22,TEST018
UNIT-22023,BATCH-2026-01542,3,Speaker,Pass,2026-06-26,TEST026
UNIT-22024,BATCH-2026-01542,1,Electrical,Pass,2026-06-23,TEST023
UNIT-22025,BATCH-2026-01542,5,Screen,Pass,2026-06-28,TEST037
UNIT-22026,BATCH-2026-01542,6,Connectivity,Pass,2026-06-21,TEST043
UNIT-22027,BATCH-2026-01542,2,Camera,Pass,2026-06-27,TEST014
UNIT-22028,BATCH-2026-01542,6,Connectivity,Pass,2026-06-27,TEST045
UNIT-22029,BATCH-2026-01542,4,Battery,Pass,2026-06-26,TEST015
UNIT-22030,BATCH-2026-01542,2,Camera,Pass,2026-06-28,TEST029
UNIT-22031,BATCH-2026-01542,8,Final,Pass,2026-06-27,TEST042
UNIT-22032,BATCH-2026-01542,1,Electrical,Pass,2026-06-22,TEST047
UNIT-22033,BATCH-2026-01542,6,Connectivity,Pass,2026-06-25,TEST026
UNIT-22034,BATCH-2026-01542,4,Battery,Pass,2026-06-23,TEST005
UNIT-22035,BATCH-2026-01543,4,Battery,Pass,2026-09-03,TEST029
UNIT-22036,BATCH-2026-01543,7,Thermal,Pass,2026-09-03,TEST002
UNIT-22037,BATCH-2026-01543,1,Electrical,Pass,2026-09-07,TEST035
UNIT-22038,BATCH-2026-01543,1,Electrical,Pass,2026-09-09,TEST036
UNIT-22039,BATCH-2026-01543,7,Thermal,Pass,2026-09-06,TEST048
UNIT-22040,BATCH-2026-01543,7,Thermal,Pass,2026-09-04,TEST007
UNIT-22041,BATCH-2026-01543,1,Electrical,Pass,2026-09-10,TEST022
UNIT-22042,BATCH-2026-01543,2,Camera,Pass,2026-09-03,TEST022
UNIT-22043,BATCH-2026-01543,3,Speaker,Pass,2026-09-09,TEST040
UNIT-22044,BATCH-2026-01543,3,Speaker,Pass,2026-09-05,TEST028
UNIT-22045,BATCH-2026-01543,7,Thermal,Pass,2026-09-08,TEST032
UNIT-22046,BATCH-2026-01543,1,Electrical,Pass,2026-09-09,TEST040
UNIT-22047,BATCH-2026-01543,6,Connectivity,Pass,2026-09-05,TEST048
UNIT-22048,BATCH-2026-01543,7,Thermal,Fail,2026-09-08,TEST049
UNIT-22049,BATCH-2026-01543,3,Speaker,Pass,2026-09-09,TEST022
UNIT-22050,BATCH-2026-01544,3,Speaker,Pass,2026-05-18,TEST012
UNIT-22051,BATCH-2026-01544,7,Thermal,Pass,2026-05-22,TEST011
UNIT-22052,BATCH-2026-01544,8,Final,Pass,2026-05-22,TEST047
UNIT-22053,BATCH-2026-01544,1,Electrical,Pass,2026-05-24,TEST007
UNIT-22054,BATCH-2026-01544,2,Camera,Pass,2026-05-18,TEST030
UNIT-22055,BATCH-2026-01544,6,Connectivity,Pass,2026-05-24,TEST008
UNIT-22056,BATCH-2026-01544,8,Final,Pass,2026-05-23,TEST009
UNIT-22057,BATCH-2026-01544,2,Camera,Fail,2026-05-23,TEST041
UNIT-22058,BATCH-2026-01544,2,Camera,Pass,2026-05-22,TEST033
UNIT-22059,BATCH-2026-01544,3,Speaker,Pass,2026-05-23,TEST001
UNIT-22060,BATCH-2026-01544,2,Camera,Pass,2026-05-19,TEST016
UNIT-22061,BATCH-2026-01544,2,Camera,Pass,2026-05-19,TEST048
UNIT-22062,BATCH-2026-01544,1,Electrical,Pass,2026-05-24,TEST039
UNIT-22063,BATCH-2026-01545,2,Camera,Pass,2026-04-09,TEST041
UNIT-22064,BATCH-2026-01545,3,Speaker,Pass,2026-04-04,TEST037
UNIT-22065,BATCH-2026-01545,2,Camera,Fail,2026-04-02,TEST003
UNIT-22066,BATCH-2026-01545,6,Connectivity,Pass,2026-04-03,TEST035
UNIT-22067,BATCH-2026-01545,2,Camera,Pass,2026-04-09,TEST043
UNIT-22068,BATCH-2026-01545,4,Battery,Pass,2026-04-02,TEST048
UNIT-22069,BATCH-2026-01545,3,Speaker,Pass,2026-04-09,TEST008
UNIT-22070,BATCH-2026-01545,7,Thermal,Pass,2026-04-03,TEST028
UNIT-22071,BATCH-2026-01545,5,Screen,Pass,2026-04-03,TEST021
UNIT-22072,BATCH-2026-01545,2,Camera,Pass,2026-04-06,TEST008
UNIT-22073,BATCH-2026-01545,1,Electrical,Pass,2026-04-05,TEST029
UNIT-22074,BATCH-2026-01545,7,Thermal,Pass,2026-04-09,TEST034
UNIT-22075,BATCH-2026-01545,7,Thermal,Fail,2026-04-06,TEST009
UNIT-22076,BATCH-2026-01545,3,Speaker,Pass,2026-04-08,TEST040
UNIT-22077,BATCH-2026-01545,3,Speaker,Pass,2026-04-07,TEST018
UNIT-22078,BATCH-2026-01545,2,Camera,Pass,2026-04-09,TEST002
UNIT-22079,BATCH-2026-01545,7,Thermal,Pass,2026-04-06,TEST020
UNIT-22080,BATCH-2026-01545,3,Speaker,Pass,2026-04-08,TEST036
UNIT-22081,BATCH-2026-01546,7,Thermal,Pass,2026-03-26,TEST016
UNIT-22082,BATCH-2026-01546,1,Electrical,Pass,2026-03-24,TEST043
UNIT-22083,BATCH-2026-01546,5,Screen,Pass,2026-03-26,TEST008
UNIT-22084,BATCH-2026-01546,6,Connectivity,Pass,2026-03-20,TEST032
UNIT-22085,BATCH-2026-01546,6,Connectivity,Pass,2026-03-26,TEST026
UNIT-22086,BATCH-2026-01546,6,Connectivity,Pass,2026-03-20,TEST020
UNIT-22087,BATCH-2026-01546,2,Camera,Pass,2026-03-22,TEST041
UNIT-22088,BATCH-2026-01546,8,Final,Pass,2026-03-23,TEST013
UNIT-22089,BATCH-2026-01546,8,Final,Pass,2026-03-25,TEST008
UNIT-22090,BATCH-2026-01546,6,Connectivity,Pass,2026-03-22,TEST028
UNIT-22091,BATCH-2026-01546,1,Electrical,Pass,2026-03-22,TEST021
UNIT-22092,BATCH-2026-01546,1,Electrical,Pass,2026-03-19,TEST029
UNIT-22093,BATCH-2026-01546,8,Final,Pass,2026-03-25,TEST015
UNIT-22094,BATCH-2026-01546,5,Screen,Pass,2026-03-22,TEST009
UNIT-22095,BATCH-2026-01546,8,Final,Pass,2026-03-22,TEST007
UNIT-22096,BATCH-2026-01546,7,Thermal,Pass,2026-03-24,TEST036
UNIT-22097,BATCH-2026-01546,3,Speaker,Pass,2026-03-21,TEST022
UNIT-22098,BATCH-2026-01546,4,Battery,Pass,2026-03-26,TEST022
UNIT-22099,BATCH-2025-01547,4,Battery,Pass,2025-12-11,TEST039
UNIT-22100,BATCH-2025-01547,6,Connectivity,Pass,2025-12-14,TEST048
UNIT-22101,BATCH-2025-01547,1,Electrical,Pass,2025-12-11,TEST016
UNIT-22102,BATCH-2025-01547,4,Battery,Pass,2025-12-16,TEST022
UNIT-22103,BATCH-2025-01547,5,Screen,Pass,2025-12-09,TEST020
UNIT-22104,BATCH-2025-01547,3,Speaker,Pass,2025-12-15,TEST037
UNIT-22105,BATCH-2025-01547,3,Speaker,Pass,2025-12-14,TEST009
UNIT-22106,BATCH-2025-01547,1,Electrical,Pass,2025-12-15,TEST023
UNIT-22107,BATCH-2025-01547,3,Speaker,Pass,2025-12-13,TEST004
UNIT-22108,BATCH-2025-01547,7,Thermal,Pass,2025-12-11,TEST037
UNIT-22109,BATCH-2025-01547,8,Final,Pass,2025-12-16,TEST026
UNIT-22110,BATCH-2025-01547,5,Screen,Pass,2025-12-13,TEST026
UNIT-22111,BATCH-2025-01547,3,Speaker,Pass,2025-12-16,TEST033
UNIT-22112,BATCH-2025-01547,8,Final,Pass,2025-12-12,TEST012
UNIT-22113,BATCH-2025-01547,6,Connectivity,Pass,2025-12-15,TEST025
UNIT-22114,BATCH-2024-01548,8,Final,Pass,2024-11-19,TEST044
UNIT-22115,BATCH-2024-01548,8,Final,Pass,2024-11-23,TEST039
UNIT-22116,BATCH-2024-01548,8,Final,Pass,2024-11-16,TEST016
UNIT-22117,BATCH-2024-01548,7,Thermal,Pass,2024-11-19,TEST045
UNIT-22118,BATCH-2024-01548,6,Connectivity,Pass,2024-11-19,TEST037
UNIT-22119,BATCH-2024-01548,4,Battery,Pass,2024-11-21,TEST022
UNIT-22120,BATCH-2024-01548,7,Thermal,Pass,2024-11-22,TEST049
UNIT-22121,BATCH-2024-01548,7,Thermal,Pass,2024-11-20,TEST030
UNIT-22122,BATCH-2024-01548,1,Electrical,Pass,2024-11-20,TEST029
UNIT-22123,BATCH-2024-01548,7,Thermal,Pass,2024-11-22,TEST037
UNIT-22124,BATCH-2024-01548,4,Battery,Fail,2024-11-22,TEST043
UNIT-22125,BATCH-2024-01548,6,Connectivity,Pass,2024-11-16,TEST030
UNIT-22126,BATCH-2024-01548,6,Connectivity,Pass,2024-11-16,TEST015
UNIT-22127,BATCH-2024-01548,4,Battery,Fail,2024-11-20,TEST041
UNIT-22128,BATCH-2024-01548,7,Thermal,Pass,2024-11-21,TEST040
UNIT-22129,BATCH-2024-01548,1,Electrical,Pass,2024-11-17,TEST006
UNIT-22130,BATCH-2025-01549,6,Connectivity,Fail,2025-09-06,TEST006
UNIT-22131,BATCH-2025-01549,7,Thermal,Pass,2025-09-04,TEST017
UNIT-22132,BATCH-2025-01549,3,Speaker,Pass,2025-09-04,TEST050
UNIT-22133,BATCH-2025-01549,7,Thermal,Pass,2025-09-07,TEST039
UNIT-22134,BATCH-2025-01549,3,Speaker,Pass,2025-09-03,TEST025
UNIT-22135,BATCH-2025-01549,8,Final,Pass,2025-09-09,TEST046
UNIT-22136,BATCH-2025-01549,4,Battery,Pass,2025-09-08,TEST025
UNIT-22137,BATCH-2025-01549,1,Electrical,Pass,2025-09-08,TEST018
UNIT-22138,BATCH-2025-01549,6,Connectivity,Fail,2025-09-04,TEST011
UNIT-22139,BATCH-2025-01549,1,Electrical,Pass,2025-09-04,TEST048
UNIT-22140,BATCH-2025-01549,6,Connectivity,Pass,2025-09-03,TEST008
UNIT-22141,BATCH-2025-01549,3,Speaker,Pass,2025-09-08,TEST048
UNIT-22142,BATCH-2025-01549,7,Thermal,Pass,2025-09-05,TEST050
UNIT-22143,BATCH-2025-01549,4,Battery,Fail,2025-09-04,TEST019
UNIT-22144,BATCH-2025-01549,1,Electrical,Pass,2025-09-07,TEST008
UNIT-22145,BATCH-2025-01549,4,Battery,Pass,2025-09-09,TEST002
UNIT-22146,BATCH-2025-01550,5,Screen,Pass,2025-12-21,TEST019
UNIT-22147,BATCH-2025-01550,3,Speaker,Pass,2025-12-19,TEST007
UNIT-22148,BATCH-2025-01550,1,Electrical,Pass,2025-12-22,TEST010
UNIT-22149,BATCH-2025-01550,8,Final,Pass,2025-12-23,TEST016
UNIT-22150,BATCH-2025-01550,1,Electrical,Pass,2025-12-20,TEST009
UNIT-22151,BATCH-2025-01550,2,Camera,Pass,2025-12-20,TEST011
UNIT-22152,BATCH-2025-01550,8,Final,Pass,2025-12-22,TEST041
UNIT-22153,BATCH-2025-01550,5,Screen,Pass,2025-12-24,TEST028
UNIT-22154,BATCH-2025-01550,5,Screen,Pass,2025-12-20,TEST009
UNIT-22155,BATCH-2025-01550,1,Electrical,Pass,2025-12-26,TEST030
UNIT-22156,BATCH-2025-01550,5,Screen,Pass,2025-12-24,TEST038
UNIT-22157,BATCH-2025-01550,3,Speaker,Pass,2025-12-26,TEST035
UNIT-22158,BATCH-2025-01550,1,Electrical,Pass,2025-12-21,TEST018
UNIT-22159,BATCH-2025-01550,4,Battery,Pass,2025-12-21,TEST010
UNIT-22160,BATCH-2025-01551,5,Screen,Pass,2025-05-17,TEST024
UNIT-22161,BATCH-2025-01551,3,Speaker,Pass,2025-05-11,TEST027
UNIT-22162,BATCH-2025-01551,2,Camera,Pass,2025-05-13,TEST002
UNIT-22163,BATCH-2025-01551,8,Final,Fail,2025-05-14,TEST039
UNIT-22164,BATCH-2025-01551,3,Speaker,Pass,2025-05-10,TEST020
UNIT-22165,BATCH-2025-01551,7,Thermal,Pass,2025-05-15,TEST007
UNIT-22166,BATCH-2025-01551,8,Final,Pass,2025-05-13,TEST029
UNIT-22167,BATCH-2025-01551,8,Final,Pass,2025-05-12,TEST003
UNIT-22168,BATCH-2025-01551,8,Final,Pass,2025-05-14,TEST007
UNIT-22169,BATCH-2025-01551,8,Final,Pass,2025-05-17,TEST045
UNIT-22170,BATCH-2025-01551,1,Electrical,Pass,2025-05-17,TEST038
UNIT-22171,BATCH-2025-01551,6,Connectivity,Pass,2025-05-17,TEST008
UNIT-22172,BATCH-2025-01551,1,Electrical,Pass,2025-05-14,TEST047
UNIT-22173,BATCH-2025-01551,1,Electrical,Pass,2025-05-17,TEST023
UNIT-22174,BATCH-2025-01551,4,Battery,Pass,2025-05-12,TEST033
UNIT-22175,BATCH-2025-01551,6,Connectivity,Pass,2025-05-16,TEST006
UNIT-22176,BATCH-2025-01551,6,Connectivity,Fail,2025-05-15,TEST009
UNIT-22177,BATCH-2025-01551,6,Connectivity,Fail,2025-05-16,TEST027
UNIT-22178,BATCH-2025-01552,2,Camera,Pass,2025-04-19,TEST032
UNIT-22179,BATCH-2025-01552,6,Connectivity,Pass,2025-04-18,TEST017
UNIT-22180,BATCH-2025-01552,2,Camera,Pass,2025-04-14,TEST014
UNIT-22181,BATCH-2025-01552,4,Battery,Pass,2025-04-21,TEST029
UNIT-22182,BATCH-2025-01552,2,Camera,Pass,2025-04-19,TEST027
UNIT-22183,BATCH-2025-01552,1,Electrical,Pass,2025-04-19,TEST036
UNIT-22184,BATCH-2025-01552,1,Electrical,Pass,2025-04-19,TEST031
UNIT-22185,BATCH-2025-01552,6,Connectivity,Pass,2025-04-18,TEST038
UNIT-22186,BATCH-2025-01552,4,Battery,Pass,2025-04-19,TEST012
UNIT-22187,BATCH-2025-01552,5,Screen,Pass,2025-04-14,TEST022
UNIT-22188,BATCH-2025-01552,6,Connectivity,Pass,2025-04-18,TEST019
UNIT-22189,BATCH-2025-01552,5,Screen,Pass,2025-04-16,TEST012
UNIT-22190,BATCH-2025-01552,8,Final,Pass,2025-04-20,TEST020
UNIT-22191,BATCH-2025-01553,5,Screen,Pass,2025-02-18,TEST049
UNIT-22192,BATCH-2025-01553,1,Electrical,Pass,2025-02-11,TEST010
UNIT-22193,BATCH-2025-01553,5,Screen,Pass,2025-02-12,TEST022
UNIT-22194,BATCH-2025-01553,6,Connectivity,Pass,2025-02-17,TEST023
UNIT-22195,BATCH-2025-01553,5,Screen,Fail,2025-02-13,TEST020
UNIT-22196,BATCH-2025-01553,3,Speaker,Pass,2025-02-15,TEST048
UNIT-22197,BATCH-2025-01553,8,Final,Pass,2025-02-15,TEST020
UNIT-22198,BATCH-2025-01553,7,Thermal,Pass,2025-02-16,TEST041
UNIT-22199,BATCH-2025-01553,5,Screen,Pass,2025-02-15,TEST027
UNIT-22200,BATCH-2025-01553,6,Connectivity,Pass,2025-02-14,TEST043
UNIT-22201,BATCH-2025-01553,1,Electrical,Pass,2025-02-13,TEST023
UNIT-22202,BATCH-2025-01553,1,Electrical,Pass,2025-02-14,TEST024
UNIT-22203,BATCH-2025-01553,6,Connectivity,Pass,2025-02-11,TEST008
UNIT-22204,BATCH-2025-01553,8,Final,Pass,2025-02-16,TEST028
UNIT-22205,BATCH-2026-01554,8,Final,Pass,2026-06-21,TEST018
UNIT-22206,BATCH-2026-01554,8,Final,Pass,2026-06-25,TEST045
UNIT-22207,BATCH-2026-01554,2,Camera,Pass,2026-06-24,TEST038
UNIT-22208,BATCH-2026-01554,7,Thermal,Fail,2026-06-24,TEST002
UNIT-22209,BATCH-2026-01554,1,Electrical,Pass,2026-06-23,TEST021
UNIT-22210,BATCH-2026-01554,4,Battery,Pass,2026-06-21,TEST016
UNIT-22211,BATCH-2026-01554,5,Screen,Pass,2026-06-25,TEST040
UNIT-22212,BATCH-2026-01554,8,Final,Pass,2026-06-24,TEST049
UNIT-22213,BATCH-2026-01554,5,Screen,Pass,2026-06-23,TEST017
UNIT-22214,BATCH-2026-01554,6,Connectivity,Pass,2026-06-22,TEST049
UNIT-22215,BATCH-2025-01555,6,Connectivity,Pass,2025-01-28,TEST009
UNIT-22216,BATCH-2025-01555,1,Electrical,Pass,2025-01-27,TEST023
